方形椅,圓形椅,品名,平台,材質,尺寸(寬×深×高cm),椅背高度(cm),椅背體積(cm),椅墊面積(cm),椅墊厚度(cm),椅腳高度(cm),椅腳體積(cm),重量(kg),商品連結,chair_id,無椅背,異常椅背,大椅腳體積,大椅墊
1,0,代北洽公椅子餐椅家用化靠背凳子伊姆斯木桌椅,淘寶,木,47×48×82,37.8,2936.0,2104.0,3.0,36.4,4736.0,5.554,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22f47f0fb83752530feac2639253d141d0%22%7D&id=820299940422&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=ZHQI0zwFr7ZXGb30_J-hQTNIzWpbNkXPrgu4t1vIRjFh0MEyhCZgKMNwyG08a216Uss_mrG_WDT8ZBbnYgd-0wTiwT2KvD0XpaNODpDUxLc&skuId=5524750532384&spm=a21n57.1.item.28,1355_aug3,0,0,0,0
1,0,代北洽公椅子餐椅家用化靠背凳子伊姆斯木桌椅,淘寶,木,47×48×82,36.2,2762.0,2454.0,3.0,41.2,4535.0,5.466,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22f47f0fb83752530feac2639253d141d0%22%7D&id=820299940422&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=ZHQI0zwFr7ZXGb30_J-hQTNIzWpbNkXPrgu4t1vIRjFh0MEyhCZgKMNwyG08a216Uss_mrG_WDT8ZBbnYgd-0wTiwT2KvD0XpaNODpDUxLc&skuId=5524750532384&spm=a21n57.1.item.28,1355_aug4,0,0,0,0
1,0,木凳子靠背小椅子鞋小木凳客木凳子儿童小板凳原木矮凳,淘寶,實木,35×35×45,47.7,3947.0,1368.0,3.0,39.7,7527.0,3.968,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%2222d7d9898490f40ce762fff0fdcd6abb%22%7D&id=851127453411&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=Nrjp0a8qiU_W9TsCKMG1BR4Hdv-CMMryTU48xc5gkaMn6O5_nRmTe3Pvxp71mxA53rRs63DEekAZoandRQWlnTzMIosUqdFqL-YzYGDm3T0&skuId=5645239321869&spm=a21n57.1.item.34,1357_aug1,0,1,0,0
1,0,木凳子靠背小椅子鞋小木凳客木凳子儿童小板凳原木矮凳,淘寶,實木,35×35×45,39.4,3832.0,1191.0,3.0,42.7,7224.0,4.035,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%2222d7d9898490f40ce762fff0fdcd6abb%22%7D&id=851127453411&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=Nrjp0a8qiU_W9TsCKMG1BR4Hdv-CMMryTU48xc5gkaMn6O5_nRmTe3Pvxp71mxA53rRs63DEekAZoandRQWlnTzMIosUqdFqL-YzYGDm3T0&skuId=5645239321869&spm=a21n57.1.item.34,1357_aug2,0,1,0,0
1,0,木凳子靠背小椅子鞋小木凳客木凳子儿童小板凳原木矮凳,淘寶,實木,35×35×45,43.0,4816.0,1387.0,3.0,42.4,6489.0,4.0,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%2222d7d9898490f40ce762fff0fdcd6abb%22%7D&id=851127453411&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=Nrjp0a8qiU_W9TsCKMG1BR4Hdv-CMMryTU48xc5gkaMn6O5_nRmTe3Pvxp71mxA53rRs63DEekAZoandRQWlnTzMIosUqdFqL-YzYGDm3T0&skuId=5645239321869&spm=a21n57.1.item.34,1357_aug3,0,1,0,0
1,0,木凳子靠背小椅子鞋小木凳客木凳子儿童小板凳原木矮凳,淘寶,實木,35×35×45,45.6,4231.0,1286.0,3.0,46.1,5801.0,3.996,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%2222d7d9898490f40ce762fff0fdcd6abb%22%7D&id=851127453411&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=Nrjp0a8qiU_W9TsCKMG1BR4Hdv-CMMryTU48xc5gkaMn6O5_nRmTe3Pvxp71mxA53rRs63DEekAZoandRQWlnTzMIosUqdFqL-YzYGDm3T0&skuId=5645239321869&spm=a21n57.1.item.34,1357_aug4,0,1,0,0
1,0,村老式木椅子小木椅凳家用木椅子原木店餐椅儿童代,淘寶,實木,40×38×80,38.3,6064.0,1712.0,3.0,34.2,6283.0,5.064,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22c534be863cf25dceb5664b87d477ba8a%22%7D&id=842057659672&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=f95Ne4mUmpoO05EAJACPRmwA5G8o5n_wPLsmN9gnH1itpOAzzcpo__dEHrO21X1wtzHjVu80ldGyPAcC_JSV8F5Iu3j67ZKoU6UrNBlvTOI&skuId=5615611981229&spm=a21n57.1.item.41,1362_aug1,0,0,0,0
1,0,村老式木椅子小木椅凳家用木椅子原木店餐椅儿童代,淘寶,實木,40×38×80,43.4,6104.0,1406.0,3.0,40.8,7360.0,5.029,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22c534be863cf25dceb5664b87d477ba8a%22%7D&id=842057659672&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=f95Ne4mUmpoO05EAJACPRmwA5G8o5n_wPLsmN9gnH1itpOAzzcpo__dEHrO21X1wtzHjVu80ldGyPAcC_JSV8F5Iu3j67ZKoU6UrNBlvTOI&skuId=5615611981229&spm=a21n57.1.item.41,1362_aug2,0,0,0,0
1,0,村老式木椅子小木椅凳家用木椅子原木店餐椅儿童代,淘寶,實木,40×38×80,42.3,6064.0,1454.0,3.0,39.9,7350.0,4.991,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22c534be863cf25dceb5664b87d477ba8a%22%7D&id=842057659672&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=f95Ne4mUmpoO05EAJACPRmwA5G8o5n_wPLsmN9gnH1itpOAzzcpo__dEHrO21X1wtzHjVu80ldGyPAcC_JSV8F5Iu3j67ZKoU6UrNBlvTOI&skuId=5615611981229&spm=a21n57.1.item.41,1362_aug3,0,0,0,0
1,0,村老式木椅子小木椅凳家用木椅子原木店餐椅儿童代,淘寶,實木,40×38×80,34.8,6413.0,1313.0,3.0,38.2,6860.0,4.999,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22c534be863cf25dceb5664b87d477ba8a%22%7D&id=842057659672&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=f95Ne4mUmpoO05EAJACPRmwA5G8o5n_wPLsmN9gnH1itpOAzzcpo__dEHrO21X1wtzHjVu80ldGyPAcC_JSV8F5Iu3j67ZKoU6UrNBlvTOI&skuId=5615611981229&spm=a21n57.1.item.41,1362_aug4,0,0,0,0
1,0,木靠背小椅子儿童家用客沙鞋凳板凳子成人穿鞋代幼儿,淘寶,實木,估計 30×30×60,25.8,2795.0,2512.0,6.0,30.0,4782.0,3.955,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%2237b1e34ee30b39811d1b95d9160f6d65%22%7D&id=748608114824&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=jUbkaDchModK-ewF4Vg-RI4NuuRpwSBS1ZGfTUxx944G_JFolIg6SA4ScPl0344iPezMs0rxHiwwb1C28RAlkAiOY4FhCowNLZGfd58dhMM&skuId=5792490979134&spm=a21n57.1.item.42,1363_aug1,0,0,0,0
1,0,木靠背小椅子儿童家用客沙鞋凳板凳子成人穿鞋代幼儿,淘寶,實木,估計 30×30×60,32.3,2879.0,2894.0,4.0,29.5,4742.0,3.935,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%2237b1e34ee30b39811d1b95d9160f6d65%22%7D&id=748608114824&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=jUbkaDchModK-ewF4Vg-RI4NuuRpwSBS1ZGfTUxx944G_JFolIg6SA4ScPl0344iPezMs0rxHiwwb1C28RAlkAiOY4FhCowNLZGfd58dhMM&skuId=5792490979134&spm=a21n57.1.item.42,1363_aug2,0,0,0,0
1,0,木靠背小椅子儿童家用客沙鞋凳板凳子成人穿鞋代幼儿,淘寶,實木,估計 30×30×60,29.2,3058.0,2531.0,6.0,26.0,4794.0,4.013,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%2237b1e34ee30b39811d1b95d9160f6d65%22%7D&id=748608114824&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=jUbkaDchModK-ewF4Vg-RI4NuuRpwSBS1ZGfTUxx944G_JFolIg6SA4ScPl0344iPezMs0rxHiwwb1C28RAlkAiOY4FhCowNLZGfd58dhMM&skuId=5792490979134&spm=a21n57.1.item.42,1363_aug3,0,0,0,0
1,0,木靠背小椅子儿童家用客沙鞋凳板凳子成人穿鞋代幼儿,淘寶,實木,估計 30×30×60,30.0,3081.0,2294.0,6.0,31.7,4175.0,4.064,https://item.taobao.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%2237b1e34ee30b39811d1b95d9160f6d65%22%7D&id=748608114824&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=jUbkaDchModK-ewF4Vg-RI4NuuRpwSBS1ZGfTUxx944G_JFolIg6SA4ScPl0344iPezMs0rxHiwwb1C28RAlkAiOY4FhCowNLZGfd58dhMM&skuId=5792490979134&spm=a21n57.1.item.42,1363_aug4,0,0,0,0
0,0,北木餐椅休公椅客椅木椅咖啡所家用座椅靠背子,淘寶,木,未知,34.3,3064.0,1933.0,3.0,46.8,4015.0,5.533,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22de53e842345a899f939c1ba1a3a34704%22%7D&id=909681375363&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=F7PsV07oNjdqZjv5dUtZrdc81oVRxH_bH7yQuhyZXNBS1isS62rIl_xML1y767OADWHjpAnwLpO5lcC5JuHAsyhbBLFJcU9aV9lmPyHrfgY&skuId=5780442632022&spm=a21n57.1.item.45,1365_aug1,0,0,0,0
0,0,北木餐椅休公椅客椅木椅咖啡所家用座椅靠背子,淘寶,木,未知,31.8,2726.0,1802.0,3.0,41.1,4549.0,5.496,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22de53e842345a899f939c1ba1a3a34704%22%7D&id=909681375363&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=F7PsV07oNjdqZjv5dUtZrdc81oVRxH_bH7yQuhyZXNBS1isS62rIl_xML1y767OADWHjpAnwLpO5lcC5JuHAsyhbBLFJcU9aV9lmPyHrfgY&skuId=5780442632022&spm=a21n57.1.item.45,1365_aug2,0,0,0,0
0,0,北木餐椅休公椅客椅木椅咖啡所家用座椅靠背子,淘寶,木,未知,35.0,2588.0,2111.0,3.0,43.1,5015.0,5.532,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22de53e842345a899f939c1ba1a3a34704%22%7D&id=909681375363&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=F7PsV07oNjdqZjv5dUtZrdc81oVRxH_bH7yQuhyZXNBS1isS62rIl_xML1y767OADWHjpAnwLpO5lcC5JuHAsyhbBLFJcU9aV9lmPyHrfgY&skuId=5780442632022&spm=a21n57.1.item.45,1365_aug3,0,0,0,0
0,0,北木餐椅休公椅客椅木椅咖啡所家用座椅靠背子,淘寶,木,未知,37.2,2613.0,1700.0,3.0,49.4,3991.0,5.472,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%22de53e842345a899f939c1ba1a3a34704%22%7D&id=909681375363&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=F7PsV07oNjdqZjv5dUtZrdc81oVRxH_bH7yQuhyZXNBS1isS62rIl_xML1y767OADWHjpAnwLpO5lcC5JuHAsyhbBLFJcU9aV9lmPyHrfgY&skuId=5780442632022&spm=a21n57.1.item.45,1365_aug4,0,0,0,0
1,0,木橙子木 家用靠背背儿童椅子小板凳木凳幼儿凳洗凳成人家,淘寶,實木,30×30×50,26.2,9411.0,2860.0,2.0,24.5,7121.0,4.48,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%225744ea64b0c9b8fd29829b7f4b8c550a%22%7D&id=911692513572&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=RQ4C6PfFYEM4K4PpXiqixihQOduCk1Mp-KPKcPxWPlygarZotBFWNZRPcwPIWJdHGxhWFQm6Q3-klMymqD8cc3m4C9Rd0jQk_MOF0o8c7zA&skuId=5775614125890&spm=a21n57.1.item.46,1366_aug1,0,0,0,0
1,0,木橙子木 家用靠背背儿童椅子小板凳木凳幼儿凳洗凳成人家,淘寶,實木,30×30×50,21.4,10075.0,2602.0,2.0,21.7,7438.0,4.457,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%225744ea64b0c9b8fd29829b7f4b8c550a%22%7D&id=911692513572&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=RQ4C6PfFYEM4K4PpXiqixihQOduCk1Mp-KPKcPxWPlygarZotBFWNZRPcwPIWJdHGxhWFQm6Q3-klMymqD8cc3m4C9Rd0jQk_MOF0o8c7zA&skuId=5775614125890&spm=a21n57.1.item.46,1366_aug2,0,0,0,0
1,0,木橙子木 家用靠背背儿童椅子小板凳木凳幼儿凳洗凳成人家,淘寶,實木,30×30×50,24.2,9818.0,2493.0,2.0,21.7,7078.0,4.547,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%225744ea64b0c9b8fd29829b7f4b8c550a%22%7D&id=911692513572&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=RQ4C6PfFYEM4K4PpXiqixihQOduCk1Mp-KPKcPxWPlygarZotBFWNZRPcwPIWJdHGxhWFQm6Q3-klMymqD8cc3m4C9Rd0jQk_MOF0o8c7zA&skuId=5775614125890&spm=a21n57.1.item.46,1366_aug3,0,0,0,0
1,0,木橙子木 家用靠背背儿童椅子小板凳木凳幼儿凳洗凳成人家,淘寶,實木,30×30×50,24.6,9611.0,2722.0,2.0,22.3,8720.0,4.54,https://detail.tmall.com/item.htm?priceTId=2100c80f17471420077768997e0c05&utparam=%7B%22aplus_abtest%22%3A%225744ea64b0c9b8fd29829b7f4b8c550a%22%7D&id=911692513572&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=RQ4C6PfFYEM4K4PpXiqixihQOduCk1Mp-KPKcPxWPlygarZotBFWNZRPcwPIWJdHGxhWFQm6Q3-klMymqD8cc3m4C9Rd0jQk_MOF0o8c7zA&skuId=5775614125890&spm=a21n57.1.item.46,1366_aug4,0,0,0,0
1,0,香樟木儿童椅子家用靠背座椅字桌椅餐椅小木凳板凳矮凳,淘寶,香樟木,30×30×60,28.9,2358.0,2203.0,2.0,25.6,2481.0,4.984,https://item.taobao.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%2241cecd580d7ec7919f4742a7ca01ba34%22%7D&id=815308722760&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=roSeuKbZ09SSU9JJjSVR68Yz-m_zKUHd1VChJRsRyF_rXy3ir9BmmxLheOu7fhHT-aeRQbpoe708f9fplo5k76P-clZJCJg0_khFY-pZoVU&skuId=5523780904151&spm=a21n57.1.item.3,1367_aug1,0,0,0,0
1,0,香樟木儿童椅子家用靠背座椅字桌椅餐椅小木凳板凳矮凳,淘寶,香樟木,30×30×60,26.6,2379.0,2888.0,2.0,33.9,2575.0,5.035,https://item.taobao.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%2241cecd580d7ec7919f4742a7ca01ba34%22%7D&id=815308722760&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=roSeuKbZ09SSU9JJjSVR68Yz-m_zKUHd1VChJRsRyF_rXy3ir9BmmxLheOu7fhHT-aeRQbpoe708f9fplo5k76P-clZJCJg0_khFY-pZoVU&skuId=5523780904151&spm=a21n57.1.item.3,1367_aug2,0,0,0,0
1,0,香樟木儿童椅子家用靠背座椅字桌椅餐椅小木凳板凳矮凳,淘寶,香樟木,30×30×60,27.3,2796.0,2294.0,2.0,33.9,2744.0,5.085,https://item.taobao.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%2241cecd580d7ec7919f4742a7ca01ba34%22%7D&id=815308722760&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=roSeuKbZ09SSU9JJjSVR68Yz-m_zKUHd1VChJRsRyF_rXy3ir9BmmxLheOu7fhHT-aeRQbpoe708f9fplo5k76P-clZJCJg0_khFY-pZoVU&skuId=5523780904151&spm=a21n57.1.item.3,1367_aug3,0,0,0,0
1,0,香樟木儿童椅子家用靠背座椅字桌椅餐椅小木凳板凳矮凳,淘寶,香樟木,30×30×60,28.5,2561.0,2504.0,2.0,30.6,3045.0,4.905,https://item.taobao.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%2241cecd580d7ec7919f4742a7ca01ba34%22%7D&id=815308722760&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=roSeuKbZ09SSU9JJjSVR68Yz-m_zKUHd1VChJRsRyF_rXy3ir9BmmxLheOu7fhHT-aeRQbpoe708f9fplo5k76P-clZJCJg0_khFY-pZoVU&skuId=5523780904151&spm=a21n57.1.item.3,1367_aug4,0,0,0,0
1,0,家用靠背小椅子木方凳客木凳矮凳儿童靠背小凳子木凳子,淘寶,實木,30×30×60,31.9,4271.0,2333.0,2.0,30.0,7218.0,4.94,https://item.taobao.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%223a650cf7f6695e2a65955688e9060d99%22%7D&id=835925727684&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=lEFJR4fEpBEmHoxA4uTVdkdbrczgKI0O6FMeFyJ1nSSz3oZNQoJo0RvCRMhevUa0xHjV2FNC34Ve5d9vfWpXblSVXXjXHdNQF8KU3u62Luo&skuId=5950848422101&spm=a21n57.1.item.9,1370_aug1,0,1,0,0
1,0,家用靠背小椅子木方凳客木凳矮凳儿童靠背小凳子木凳子,淘寶,實木,30×30×60,29.2,4377.0,2440.0,2.0,25.5,9243.0,5.089,https://item.taobao.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%223a650cf7f6695e2a65955688e9060d99%22%7D&id=835925727684&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=lEFJR4fEpBEmHoxA4uTVdkdbrczgKI0O6FMeFyJ1nSSz3oZNQoJo0RvCRMhevUa0xHjV2FNC34Ve5d9vfWpXblSVXXjXHdNQF8KU3u62Luo&skuId=5950848422101&spm=a21n57.1.item.9,1370_aug2,0,1,0,0
1,0,家用靠背小椅子木方凳客木凳矮凳儿童靠背小凳子木凳子,淘寶,實木,30×30×60,29.9,5168.0,2715.0,2.0,26.6,9111.0,5.026,https://item.taobao.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%223a650cf7f6695e2a65955688e9060d99%22%7D&id=835925727684&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=lEFJR4fEpBEmHoxA4uTVdkdbrczgKI0O6FMeFyJ1nSSz3oZNQoJo0RvCRMhevUa0xHjV2FNC34Ve5d9vfWpXblSVXXjXHdNQF8KU3u62Luo&skuId=5950848422101&spm=a21n57.1.item.9,1370_aug3,0,1,0,0
1,0,家用靠背小椅子木方凳客木凳矮凳儿童靠背小凳子木凳子,淘寶,實木,30×30×60,33.1,5038.0,2541.0,2.0,27.2,7047.0,4.938,https://item.taobao.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%223a650cf7f6695e2a65955688e9060d99%22%7D&id=835925727684&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=lEFJR4fEpBEmHoxA4uTVdkdbrczgKI0O6FMeFyJ1nSSz3oZNQoJo0RvCRMhevUa0xHjV2FNC34Ve5d9vfWpXblSVXXjXHdNQF8KU3u62Luo&skuId=5950848422101&spm=a21n57.1.item.9,1370_aug4,0,1,0,0
1,0,村木靠背椅小木椅凳家用木成人椅子原木儿童椅大排餐,淘寶,實木,估 38×38×85,38.9,5384.0,1300.0,2.0,42.8,5882.0,4.986,https://detail.tmall.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%2289ddc1b2037d05699d2b01b68d1df03e%22%7D&id=785491036181&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=FZTvpHgpWXSEdcjzA1o0eaSNWBrCJE-WcmWknA5yBp_Fc3XD2YapUuA40Jmsn8feCB8lZLQw7u84k8l1fFr9a27GWQAW5HMatO2GU7SzwYs&skuId=5531989714310&spm=a21n57.1.item.13,1372_aug1,0,0,0,0
1,0,村木靠背椅小木椅凳家用木成人椅子原木儿童椅大排餐,淘寶,實木,估 38×38×85,41.7,6877.0,1274.0,2.0,49.8,5951.0,5.053,https://detail.tmall.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%2289ddc1b2037d05699d2b01b68d1df03e%22%7D&id=785491036181&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=FZTvpHgpWXSEdcjzA1o0eaSNWBrCJE-WcmWknA5yBp_Fc3XD2YapUuA40Jmsn8feCB8lZLQw7u84k8l1fFr9a27GWQAW5HMatO2GU7SzwYs&skuId=5531989714310&spm=a21n57.1.item.13,1372_aug2,0,0,0,0
1,0,村木靠背椅小木椅凳家用木成人椅子原木儿童椅大排餐,淘寶,實木,估 38×38×85,36.6,6680.0,1628.0,3.0,39.7,6644.0,5.058,https://detail.tmall.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%2289ddc1b2037d05699d2b01b68d1df03e%22%7D&id=785491036181&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=FZTvpHgpWXSEdcjzA1o0eaSNWBrCJE-WcmWknA5yBp_Fc3XD2YapUuA40Jmsn8feCB8lZLQw7u84k8l1fFr9a27GWQAW5HMatO2GU7SzwYs&skuId=5531989714310&spm=a21n57.1.item.13,1372_aug3,0,0,0,0
1,0,村木靠背椅小木椅凳家用木成人椅子原木儿童椅大排餐,淘寶,實木,估 38×38×85,43.0,5235.0,1574.0,2.0,41.3,6077.0,4.953,https://detail.tmall.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%2289ddc1b2037d05699d2b01b68d1df03e%22%7D&id=785491036181&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=FZTvpHgpWXSEdcjzA1o0eaSNWBrCJE-WcmWknA5yBp_Fc3XD2YapUuA40Jmsn8feCB8lZLQw7u84k8l1fFr9a27GWQAW5HMatO2GU7SzwYs&skuId=5531989714310&spm=a21n57.1.item.13,1372_aug4,0,0,0,0
1,0,代餐椅木椅子家用靠背椅北奶油餐桌椅小型餐凳子,淘寶,實木,45×45×85,41.9,3345.0,1787.0,3.0,50.7,5457.0,5.019,https://detail.tmall.com/item.htm?priceTId=2100c82317471423453122083e0c52&utparam=%7B%22aplus_abtest%22%3A%22ea880de2224cd7e084bf503b36b728d7%22%7D&id=707636580433&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=_351WygKV4PorKAXILySS0PPsSm32IytKF5fgwV1Fa1K5VWcjAiT05HdcS1o_5JlvHGB9TswOf3ob4SSBLYKboRDA69gc-dQTYp2t4ggtuk&skuId=5142281134441&spm=a21n57.1.item.20,1374_aug1,0,0,0,0
